Datum;Zeit;Temperatur;Einheit;Sollwert;Einheit;P-Ausgabe;Einheit
13.12.2021;14:11:01,493682;549,9;°C;550,0;°C;50,0;%
13.12.2021;14:11:01,494610;549,9;°C;550,0;°C;50,0;%
13.12.2021;14:11:01,495538;549,9;°C;550,0;°C;50,0;%
13.12.2021;14:11:01,496466;549,9;°C;550,0;°C;50,0;%
13.12.2021;14:11:01,497394;549,9;°C;550,0;°C;50,0;%
13.12.2021;14:11:01,498323;549,9;°C;550,0;°C;50,0;%
13.12.2021;14:11:01,499251;549,9;°C;550,0;°C;50,0;%
13.12.2021;14:11:01,500179;549,9;°C;550,0;°C;50,0;%
13.12.2021;14:11:01,501107;549,9;°C;550,0;°C;50,0;%
13.12.2021;14:11:01,502035;549,9;°C;550,0;°C;50,0;%
13.12.2021;14:11:01,502963;549,9;°C;550,0;°C;50,0;%
13.12.2021;14:11:01,503891;549,9;°C;550,0;°C;50,0;%
13.12.2021;14:11:01,504825;549,9;°C;550,0;°C;50,0;%
13.12.2021;14:11:01,505758;549,9;°C;550,0;°C;50,0;%
13.12.2021;14:11:01,506693;549,9;°C;550,0;°C;50,0;%
13.12.2021;14:11:01,507626;549,9;°C;550,0;°C;50,0;%
